timestamp,arbitration_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7
0.2528637160012295,0x100,2,96,0,,,,,,
0.2639027349996468,0x100,2,97,0,,,,,,
0.26396473000022525,0x80,2,232,8,,,,,,
0.26552141300089716,0x300,1,13,,,,,,,
0.2701902730004804,0x100,2,98,0,,,,,,
0.2710050530004082,0x80,2,242,8,,,,,,
0.2741096190002281,0x300,1,14,,,,,,,
0.28236651600127516,0x80,2,252,8,,,,,,
0.282518912001251,0x300,1,14,,,,,,,
0.2825609629999235,0x100,2,99,0,,,,,,
0.28959392700016906,0x100,2,100,0,,,,,,
0.29007209799965494,0x80,2,6,9,,,,,,
0.2924130570008856,0x300,1,14,,,,,,,
0.2997525120008504,0x80,2,16,9,,,,,,
0.3006220730003406,0x100,2,101,0,,,,,,
0.3024195790003432,0x300,1,15,,,,,,,
0.3114353260007192,0x80,2,26,9,,,,,,
0.31152235100125836,0x100,2,102,0,,,,,,
0.3120180820005771,0x300,1,16,,,,,,,
0.31954644300094515,0x100,2,103,0,,,,,,
0.32159344800129475,0x80,2,36,9,,,,,,
0.3236345200002688,0x300,1,16,,,,,,,
0.3295420100002957,0x100,2,104,0,,,,,,
0.33020971400037524,0x80,2,46,9,,,,,,
0.3325037800004793,0x300,1,16,,,,,,,
0.34058625800025766,0x80,2,56,9,,,,,,
0.3421256479996373,0x300,1,17,,,,,,,
0.345648243001051,0x100,2,105,0,,,,,,
0.35061774300083925,0x100,2,106,0,,,,,,
0.35111398000117333,0x80,2,66,9,,,,,,
0.3519777609999437,0x300,1,18,,,,,,,
0.36108775100001367,0x100,2,107,0,,,,,,
0.36153351400025713,0x80,2,76,9,,,,,,
0.36215203200117685,0x300,1,12,,,,,,,
0.3706023600007029,0x80,2,86,9,,,,,,
0.37122659200031194,0x100,2,108,0,,,,,,
0.37334320500121976,0x300,1,13,,,,,,,
0.38038984200102277,0x80,2,96,9,,,,,,
0.3805128430012701,0x100,2,109,0,,,,,,
0.3828490949999832,0x300,1,14,,,,,,,
0.3899031399996602,0x100,2,110,0,,,,,,
0.3908587349997106,0x80,2,106,9,,,,,,
0.3932584579997638,0x300,1,14,,,,,,,
0.4012157630004367,0x100,2,111,0,,,,,,
0.401584406999973,0x80,2,116,9,,,,,,
0.4036157110003842,0x300,1,14,,,,,,,
0.41054031000021496,0x100,2,112,0,,,,,,
0.4135897150008532,0x80,2,126,9,,,,,,
0.41369286500048474,0x300,1,15,,,,,,,
0.42330873100036115,0x80,2,136,9,,,,,,
0.42387136700017436,0x100,2,113,0,,,,,,
0.4239612040000793,0x300,1,16,,,,,,,
0.4311377120011457,0x80,2,146,9,,,,,,
0.43125006400077837,0x100,2,114,0,,,,,,
0.43202639300034207,0x300,1,16,,,,,,,
0.4403479419997893,0x80,2,156,9,,,,,,
0.44052494400057185,0x100,2,115,0,,,,,,
0.4428373120008473,0x300,1,16,,,,,,,
0.4493379030009237,0x100,2,116,0,,,,,,
0.45017205600015586,0x80,2,166,9,,,,,,
0.4522692190002999,0x300,1,17,,,,,,,
0.46243445400068595,0x100,2,117,0,,,,,,
0.46382186400114733,0x80,2,176,9,,,,,,
0.46666807000110566,0x300,1,18,,,,,,,
0.4700496719997318,0x100,2,118,0,,,,,,
0.47058691200072644,0x80,2,186,9,,,,,,
0.4763594859996374,0x300,1,12,,,,,,,
0.48281960600070306,0x100,2,119,0,,,,,,
0.48295591799978865,0x80,2,196,9,,,,,,
0.4849146840006142,0x300,1,13,,,,,,,
0.48974345100032224,0x100,2,120,0,,,,,,
0.4949500740003714,0x80,2,206,9,,,,,,
0.4963674290011113,0x300,1,14,,,,,,,
0.5016024340002332,0x100,2,50,0,,,,,,
0.5017957449999813,0x80,2,216,9,,,,,,
0.501868003000709,0x300,1,14,,,,,,,
0.512251867001396,0x100,2,51,0,,,,,,
0.512323977000051,0x80,2,226,9,,,,,,
0.5126195280008687,0x300,1,14,,,,,,,
0.5428302630007238,0x80,2,236,9,,,,,,
0.5429274280013487,0x80,2,246,9,,,,,,
0.5429491630002303,0x300,1,15,,,,,,,
0.5429851490007422,0x80,2,0,10,,,,,,
0.5430022399996233,0x300,1,16,,,,,,,
0.5456644770001731,0x100,2,52,0,,,,,,
0.5458126829998946,0x100,2,53,0,,,,,,
0.5476326850002806,0x100,2,54,0,,,,,,
0.5495828590010206,0x300,1,16,,,,,,,
0.5560781660005887,0x100,2,55,0,,,,,,
0.556843819000278,0x300,1,16,,,,,,,
0.5590958499997214,0x80,2,10,10,,,,,,
0.5591689690008934,0x100,2,56,0,,,,,,
0.561115921000237,0x80,2,20,10,,,,,,
0.5674436669996794,0x300,1,17,,,,,,,
0.571488319999844,0x100,2,57,0,,,,,,
0.5716508950008574,0x80,2,30,10,,,,,,
0.5725047890009591,0x300,1,18,,,,,,,
0.5801145830009773,0x100,2,58,0,,,,,,
0.5802028230009455,0x80,2,40,10,,,,,,
0.5830222710010275,0x300,1,12,,,,,,,
0.5901768910007377,0x100,2,59,0,,,,,,
0.5902378970004065,0x80,2,50,10,,,,,,
0.5932174600002327,0x300,1,13,,,,,,,
0.599396888001138,0x100,2,60,0,,,,,,
0.6006399280013284,0x80,2,60,10,,,,,,
0.6021213470012299,0x300,1,14,,,,,,,
0.6103968200004601,0x80,2,70,10,,,,,,
0.6104657050000242,0x100,2,61,0,,,,,,
0.6127310259998922,0x300,1,14,,,,,,,
0.6250749999999243,0x300,1,14,,,,,,,
0.6254465519996302,0x100,2,62,0,,,,,,
0.6255121400008647,0x80,2,80,10,,,,,,
0.6298029210011009,0x100,2,63,0,,,,,,
0.6315546969999559,0x80,2,90,10,,,,,,
0.633454824999717,0x300,1,15,,,,,,,
0.6408208820012078,0x100,2,64,0,,,,,,
0.6412977760010108,0x80,2,100,10,,,,,,
0.6422096100013732,0x300,1,16,,,,,,,
0.6530854129996442,0x300,1,16,,,,,,,
0.6531792639998457,0x100,2,65,0,,,,,,
0.6536013830009324,0x80,2,110,10,,,,,,
0.6613524360000156,0x80,2,120,10,,,,,,
0.661451191001106,0x100,2,66,0,,,,,,
0.6640919680012303,0x300,1,16,,,,,,,
0.6701569340002607,0x100,2,67,0,,,,,,
0.6718470989999332,0x80,2,130,10,,,,,,
0.6723818919999758,0x300,1,17,,,,,,,
0.6817015890010225,0x80,2,140,10,,,,,,
0.6817994909997651,0x100,2,68,0,,,,,,
0.6861555520008551,0x300,1,18,,,,,,,
0.6952714950002701,0x100,2,69,0,,,,,,
0.695395743001427,0x300,1,12,,,,,,,
0.6975569240003097,0x80,2,150,10,,,,,,
0.7013145689998055,0x100,2,70,0,,,,,,
0.7025279389999923,0x300,1,13,,,,,,,
0.7026093990007212,0x80,2,160,10,,,,,,
0.7116705019998335,0x100,2,71,0,,,,,,
0.711965839000186,0x80,2,170,10,,,,,,
0.7126331700001174,0x300,1,14,,,,,,,
0.722684198000934,0x100,2,72,0,,,,,,
0.7235313540004427,0x80,2,180,10,,,,,,
0.7236422010009846,0x300,1,14,,,,,,,
0.7297108650000155,0x80,2,190,10,,,,,,
0.7298718680012826,0x100,2,73,0,,,,,,
0.7318560149997211,0x300,1,14,,,,,,,
0.7443691410007887,0x100,2,74,0,,,,,,
0.7449465290010266,0x80,2,200,10,,,,,,
0.7451665870012221,0x300,1,15,,,,,,,
0.7520400800003699,0x100,2,75,0,,,,,,
0.7525575800009392,0x300,1,16,,,,,,,
0.753941554999983,0x80,2,210,10,,,,,,
0.7596836180000537,0x100,2,76,0,,,,,,
0.7611010720011109,0x80,2,220,10,,,,,,
0.7636500700009492,0x300,1,16,,,,,,,
0.7707891549998749,0x100,2,77,0,,,,,,
0.7709958169998572,0x80,2,230,10,,,,,,
0.7726715620010509,0x300,1,16,,,,,,,
0.7870094500012783,0x100,2,78,0,,,,,,
0.7871773140013829,0x300,1,17,,,,,,,
0.7872219950004364,0x80,2,240,10,,,,,,
0.792589795000822,0x300,1,18,,,,,,,
0.7944573090007907,0x80,2,250,10,,,,,,
0.7945258910003759,0x100,2,79,0,,,,,,
0.8012044320003042,0x100,2,80,0,,,,,,
0.802205687001333,0x300,1,12,,,,,,,
0.8054350559996237,0x80,2,4,11,,,,,,
0.8099217730014061,0x80,2,14,11,,,,,,
0.8105136680005671,0x100,2,81,0,,,,,,
0.8130847360007465,0x300,1,13,,,,,,,
0.8200898600007349,0x80,2,24,11,,,,,,
0.8208500870005082,0x100,2,82,0,,,,,,
0.8232844840003963,0x300,1,14,,,,,,,
0.829496387999825,0x100,2,83,0,,,,,,
0.8304694630005542,0x80,2,34,11,,,,,,
0.8322679270004301,0x300,1,14,,,,,,,
0.8413125770002807,0x100,2,84,0,,,,,,
0.8416523340001731,0x80,2,44,11,,,,,,
0.843241795000722,0x300,1,14,,,,,,,
0.8493903470007353,0x100,2,85,0,,,,,,
0.8504195060013444,0x80,2,54,11,,,,,,
0.8532631890011544,0x300,1,15,,,,,,,
0.8593328240003757,0x100,2,86,0,,,,,,
0.8600651150009071,0x80,2,64,11,,,,,,
0.8619112640008098,0x300,1,16,,,,,,,
0.8707318140004645,0x80,2,74,11,,,,,,
0.8711760250007501,0x100,2,87,0,,,,,,
0.8721740930013766,0x300,1,16,,,,,,,
0.8793798879996757,0x100,2,88,0,,,,,,
0.8798362050001742,0x80,2,84,11,,,,,,
0.8832003320003423,0x300,1,16,,,,,,,
0.8942896210010076,0x80,2,94,11,,,,,,
0.8955024690003484,0x100,2,89,0,,,,,,
0.8955623990004824,0x300,1,17,,,,,,,
0.9005921260013565,0x80,2,104,11,,,,,,
0.9007057760009047,0x100,2,90,0,,,,,,
0.9026421859998663,0x300,1,18,,,,,,,
0.9112078020007175,0x100,2,91,0,,,,,,
0.9118864800002484,0x300,1,12,,,,,,,
0.9120600799997192,0x80,2,114,11,,,,,,
0.9299301669998385,0x300,1,13,,,,,,,
0.9304634250001982,0x80,2,124,11,,,,,,
0.9305367650013068,0x80,2,134,11,,,,,,
0.9316339180004434,0x100,2,92,0,,,,,,
0.9316953289999219,0x100,2,93,0,,,,,,
0.9348557040011656,0x300,1,14,,,,,,,
0.9397770650011807,0x100,2,94,0,,,,,,
0.9402662070006045,0x80,2,144,11,,,,,,
0.942331013000512,0x300,1,14,,,,,,,
0.9511499890013511,0x100,2,95,0,,,,,,
0.9512956260005012,0x80,2,154,11,,,,,,
0.9589156689999072,0x300,1,14,,,,,,,
0.9607214070001646,0x100,2,96,0,,,,,,
0.9654491060009605,0x300,1,15,,,,,,,
0.9655833039996651,0x80,2,164,11,,,,,,
0.9715996380000433,0x100,2,97,0,,,,,,
0.9724768129999575,0x80,2,174,11,,,,,,
0.9731204319996323,0x300,1,16,,,,,,,
0.9796571450006013,0x100,2,98,0,,,,,,
0.980533859001298,0x80,2,184,11,,,,,,
0.9837715220000973,0x300,1,16,,,,,,,
0.990735012001096,0x100,2,99,0,,,,,,
0.9926884699998482,0x300,1,16,,,,,,,
0.992754763999983,0x80,2,194,11,,,,,,
1.0008665510013088,0x100,2,100,0,,,,,,
1.0016967520004982,0x80,2,204,11,,,,,,
1.002761936000752,0x300,1,17,,,,,,,
1.0114669089998642,0x80,2,214,11,,,,,,
1.0121228950010845,0x100,2,101,0,,,,,,
1.0124295920013537,0x300,1,18,,,,,,,
1.0211976250011503,0x80,2,224,11,,,,,,
1.0212873100008437,0x100,2,102,0,,,,,,
1.022628476999671,0x300,1,12,,,,,,,
1.0372374060007132,0x100,2,103,0,,,,,,
1.037315096000384,0x80,2,234,11,,,,,,
1.0406694860012067,0x80,2,244,11,,,,,,
1.0407272709999233,0x300,1,13,,,,,,,
1.0407509289998416,0x100,2,104,0,,,,,,
1.0420844050004234,0x300,1,14,,,,,,,
1.0503760009996768,0x100,2,105,0,,,,,,
1.0504362680003396,0x80,2,254,11,,,,,,
1.052085363000515,0x300,1,14,,,,,,,
1.0604034120005963,0x100,2,106,0,,,,,,
1.060617335000643,0x80,2,8,12,,,,,,
1.0629245720010658,0x300,1,14,,,,,,,
1.069377567000629,0x100,2,107,0,,,,,,
1.0699966270003642,0x80,2,18,12,,,,,,
1.072243590000653,0x300,1,15,,,,,,,
1.0797471920013777,0x100,2,108,0,,,,,,
1.0799401020012738,0x80,2,28,12,,,,,,
1.0824088080007641,0x300,1,16,,,,,,,
1.0895186409998132,0x100,2,109,0,,,,,,
1.0895767410002009,0x80,2,38,12,,,,,,
1.092009838001104,0x300,1,16,,,,,,,
1.0994151470003999,0x100,2,110,0,,,,,,
1.099967011001354,0x80,2,48,12,,,,,,
1.1021940789996734,0x300,1,16,,,,,,,
1.1112579350010492,0x100,2,111,0,,,,,,
1.1119960169999104,0x80,2,58,12,,,,,,
1.1124149740007852,0x300,1,17,,,,,,,
1.1213605820012162,0x80,2,68,12,,,,,,
1.1214308790003997,0x100,2,112,0,,,,,,
1.1220918470007746,0x300,1,18,,,,,,,
1.1307381820006412,0x100,2,113,0,,,,,,
1.1308248559998901,0x80,2,78,12,,,,,,
1.1331273619998683,0x300,1,12,,,,,,,
1.1416613809997216,0x100,2,114,0,,,,,,
1.1419253370004299,0x80,2,88,12,,,,,,
1.1429672300000675,0x300,1,13,,,,,,,
1.1505432410012872,0x100,2,115,0,,,,,,
1.15062159000081,0x80,2,98,12,,,,,,
1.1551209700010077,0x300,1,14,,,,,,,
1.1606958250013122,0x100,2,116,0,,,,,,
1.1617201600001863,0x80,2,108,12,,,,,,
1.163516693000929,0x300,1,14,,,,,,,
1.1700479669998458,0x80,2,118,12,,,,,,
1.1723116640005173,0x100,2,117,0,,,,,,
1.175010334000035,0x300,1,14,,,,,,,
1.1797845640012383,0x100,2,118,0,,,,,,
1.1798474320003152,0x80,2,128,12,,,,,,
1.1824036609996256,0x300,1,15,,,,,,,
1.1934662660005415,0x100,2,119,0,,,,,,
1.1938615039998695,0x80,2,138,12,,,,,,
1.1943776680000155,0x300,1,16,,,,,,,
1.2005721610003093,0x100,2,120,0,,,,,,
1.2091583310011629,0x300,1,16,,,,,,,
1.209228603000156,0x80,2,148,12,,,,,,
1.2092594679998,0x100,2,50,0,,,,,,
1.2101769040000363,0x80,2,158,12,,,,,,
1.2158926650008652,0x300,1,16,,,,,,,
1.2257626740010892,0x300,1,17,,,,,,,
1.2258836710007017,0x100,2,51,0,,,,,,
1.225922203000664,0x80,2,168,12,,,,,,
1.2303137020007853,0x80,2,178,12,,,,,,
1.2325656700013496,0x100,2,52,0,,,,,,
1.2332932120007172,0x300,1,18,,,,,,,
1.2461093550009537,0x100,2,53,0,,,,,,
1.24617116599984,0x300,1,12,,,,,,,
1.2461952680005197,0x80,2,188,12,,,,,,
1.2497573960008594,0x100,2,54,0,,,,,,
1.25027564300035,0x80,2,198,12,,,,,,
1.2553929250007059,0x300,1,13,,,,,,,
1.2594856880004954,0x100,2,55,0,,,,,,
1.2605800239998644,0x80,2,208,12,,,,,,
1.263109223000356,0x300,1,14,,,,,,,
1.271374129000833,0x80,2,218,12,,,,,,
1.2726616489999287,0x100,2,56,0,,,,,,
1.2727564010001515,0x300,1,14,,,,,,,
1.2818331770013174,0x100,2,57,0,,,,,,
1.288470576000691,0x300,1,14,,,,,,,
1.2908505960003822,0x80,2,228,12,,,,,,
1.2909046740005579,0x80,2,238,12,,,,,,
1.2909245120008563,0x100,2,58,0,,,,,,
1.2924260050003795,0x300,1,15,,,,,,,
1.3003355860000738,0x80,2,248,12,,,,,,
1.3054569850010012,0x100,2,59,0,,,,,,
1.3055918820009538,0x300,1,16,,,,,,,
1.311013931999696,0x80,2,2,13,,,,,,
1.3114240770009928,0x100,2,60,0,,,,,,
1.31443444100114,0x300,1,16,,,,,,,
1.3207651100001385,0x100,2,61,0,,,,,,
1.3212621530001343,0x80,2,12,13,,,,,,
1.3236255379997601,0x300,1,16,,,,,,,
1.3299161630002345,0x100,2,62,0,,,,,,
1.3304244549999567,0x80,2,22,13,,,,,,
1.3341476570003579,0x300,1,17,,,,,,,
1.3428575550005917,0x100,2,63,0,,,,,,
1.3447623049996764,0x300,1,18,,,,,,,
1.3448295739999594,0x80,2,32,13,,,,,,
1.349719793000986,0x100,2,64,0,,,,,,
1.3498243330013793,0x80,2,42,13,,,,,,
1.3574750070001755,0x300,1,12,,,,,,,
1.3606060470010561,0x100,2,65,0,,,,,,
1.3607963220001693,0x80,2,52,13,,,,,,
1.364474316000269,0x300,1,13,,,,,,,
1.372698400000445,0x100,2,66,0,,,,,,
1.3727881940012594,0x80,2,62,13,,,,,,
1.3748539090011036,0x300,1,14,,,,,,,
1.3833527810002124,0x100,2,67,0,,,,,,
1.384142636999968,0x80,2,72,13,,,,,,
1.3856838339997921,0x300,1,14,,,,,,,
1.3900206159996742,0x100,2,68,0,,,,,,
1.3900955860008253,0x80,2,82,13,,,,,,
1.3920849700007238,0x300,1,14,,,,,,,
1.4019731959997443,0x100,2,69,0,,,,,,
1.4020827599997574,0x80,2,92,13,,,,,,
1.4053737570011435,0x300,1,15,,,,,,,
1.4156688370003394,0x100,2,70,0,,,,,,
1.4196447970007284,0x300,1,16,,,,,,,
1.419786282000132,0x80,2,102,13,,,,,,
1.4198126120008965,0x100,2,71,0,,,,,,
1.4215484220003418,0x80,2,112,13,,,,,,
1.4223677570007567,0x300,1,16,,,,,,,
1.4310207430007722,0x100,2,72,0,,,,,,
1.4310763530011172,0x80,2,122,13,,,,,,
1.432199931001378,0x300,1,16,,,,,,,
1.4407620580004732,0x100,2,73,0,,,,,,
1.4409368810011074,0x80,2,132,13,,,,,,
1.4432858300006046,0x300,1,17,,,,,,,
1.450259671000822,0x80,2,142,13,,,,,,
1.4503436370014242,0x100,2,74,0,,,,,,
1.4522973960010859,0x300,1,18,,,,,,,
1.4607292729997425,0x80,2,152,13,,,,,,
1.4679077190012322,0x100,2,75,0,,,,,,
1.4681270430010045,0x300,1,12,,,,,,,
1.469630090001374,0x100,2,76,0,,,,,,
1.4745390110001608,0x80,2,162,13,,,,,,
1.474609891,0x300,1,13,,,,,,,
1.4817887640001572,0x80,2,172,13,,,,,,
1.4824715009999636,0x100,2,77,0,,,,,,
1.4831789569998364,0x300,1,14,,,,,,,
1.4897583359997952,0x100,2,78,0,,,,,,
1.4922766830004548,0x80,2,182,13,,,,,,
1.4928095909999683,0x300,1,14,,,,,,,
1.5006465799997386,0x100,2,79,0,,,,,,
1.5013563610009442,0x80,2,192,13,,,,,,
1.5051724320001085,0x300,1,14,,,,,,,
1.509484768999755,0x100,2,80,0,,,,,,
1.5099169580007583,0x80,2,202,13,,,,,,
1.5132545970009232,0x300,1,15,,,,,,,
1.5208734950010694,0x100,2,81,0,,,,,,
1.5212656250005239,0x80,2,212,13,,,,,,
1.522994259999905,0x300,1,16,,,,,,,
1.5295019530003628,0x100,2,82,0,,,,,,
1.529643945999851,0x80,2,222,13,,,,,,
1.5331589209999947,0x300,1,16,,,,,,,
1.5407091390006826,0x100,2,83,0,,,,,,
1.5407684300007531,0x80,2,232,13,,,,,,
1.5422854120006377,0x300,1,16,,,,,,,
1.5503481450014078,0x100,2,84,0,,,,,,
1.5507416350010317,0x80,2,242,13,,,,,,
1.55421841000134,0x300,1,17,,,,,,,
1.5595917990012822,0x100,2,85,0,,,,,,
1.5602157499997702,0x80,2,252,13,,,,,,
1.5639462290000665,0x300,1,18,,,,,,,
1.5706937850009126,0x80,2,6,14,,,,,,
1.5708463770006347,0x100,2,86,0,,,,,,
1.573335148001206,0x300,1,12,,,,,,,
1.5795529460010584,0x100,2,87,0,,,,,,
1.5814515370002482,0x80,2,16,14,,,,,,
1.5853132829997776,0x300,1,13,,,,,,,
1.589625219001391,0x100,2,88,0,,,,,,
1.591170042000158,0x80,2,26,14,,,,,,
1.5937177100004192,0x300,1,14,,,,,,,
1.6046322330003022,0x100,2,89,0,,,,,,
1.6057002100005775,0x80,2,36,14,,,,,,
1.606307021000248,0x300,1,14,,,,,,,
1.6097778000003018,0x100,2,90,0,,,,,,
1.6103147590001754,0x80,2,46,14,,,,,,
1.6125262170007773,0x300,1,14,,,,,,,
1.620453923000241,0x100,2,91,0,,,,,,
1.6206545620007091,0x80,2,56,14,,,,,,
1.6236477170004946,0x300,1,15,,,,,,,
1.6298088180010382,0x100,2,92,0,,,,,,
1.6323349560007046,0x80,2,66,14,,,,,,
1.633426252999925,0x300,1,16,,,,,,,
1.6407364000006055,0x100,2,93,0,,,,,,
1.6407876820012461,0x80,2,76,14,,,,,,
1.6430542960006278,0x300,1,16,,,,,,,
1.650825476001046,0x80,2,86,14,,,,,,
1.6510665730002074,0x100,2,94,0,,,,,,
1.6522111989997939,0x300,1,16,,,,,,,
1.659879513001215,0x100,2,95,0,,,,,,
1.6599797620001482,0x80,2,96,14,,,,,,
1.663699180000549,0x300,1,17,,,,,,,
1.6721930820003763,0x100,2,96,0,,,,,,
1.6725340060002054,0x80,2,106,14,,,,,,
1.672579850001057,0x300,1,18,,,,,,,
1.6812068810013443,0x100,2,97,0,,,,,,
1.6879614870013029,0x80,2,116,14,,,,,,
1.6882089020000421,0x300,1,12,,,,,,,
1.6895521660007944,0x100,2,98,0,,,,,,
1.689780235001308,0x80,2,126,14,,,,,,
1.6938270070004364,0x300,1,13,,,,,,,
1.701840011000968,0x80,2,136,14,,,,,,
1.7018961970006785,0x100,2,99,0,,,,,,
1.7019211650003854,0x300,1,14,,,,,,,
1.7113963379997585,0x100,2,100,0,,,,,,
1.7114515520006535,0x80,2,146,14,,,,,,
1.7124899820009887,0x300,1,14,,,,,,,
1.722927859000265,0x100,2,101,0,,,,,,
1.7229810179997003,0x80,2,156,14,,,,,,
1.7230041710008663,0x300,1,14,,,,,,,
1.7313075150013901,0x100,2,102,0,,,,,,
1.7314393240012578,0x80,2,166,14,,,,,,
1.7321368890006852,0x300,1,15,,,,,,,
1.7411809340010223,0x100,2,103,0,,,,,,
1.7443139220013109,0x80,2,176,14,,,,,,
1.7446461710005678,0x300,1,16,,,,,,,
1.7506891440007166,0x100,2,104,0,,,,,,
1.7507916160011519,0x80,2,186,14,,,,,,
1.7523759289997543,0x300,1,16,,,,,,,
1.7603193630002352,0x80,2,196,14,,,,,,
1.7649114430005284,0x100,2,105,0,,,,,,
1.765856887001064,0x300,1,16,,,,,,,
1.7765227660001983,0x80,2,206,14,,,,,,
1.7766149310009496,0x300,1,17,,,,,,,
1.7766399150004872,0x100,2,106,0,,,,,,
1.7811323570003879,0x100,2,107,0,,,,,,
1.7811879979999503,0x80,2,216,14,,,,,,
1.7823117520001688,0x300,1,18,,,,,,,
1.7902355570004147,0x100,2,108,0,,,,,,
1.7906031310012622,0x80,2,226,14,,,,,,
1.7955749150005431,0x300,1,12,,,,,,,
1.8010243820008327,0x80,2,236,14,,,,,,
1.8076174770012585,0x100,2,109,0,,,,,,
1.8095284810005978,0x100,2,110,0,,,,,,
1.8104253270012123,0x80,2,246,14,,,,,,
